problem,duplication,ordering,genome_size,mutation_rate,seed,evaluations
encode,single,normal,2000,1,912,44429
encode,single,normal,2000,1,913,14895
encode,single,normal,2000,1,914,89001
encode,single,normal,2000,1,915,27216
encode,single,normal,2000,1,916,9557
encode,single,normal,2000,1,917,18532
encode,single,normal,2000,1,918,220227
encode,single,normal,2000,1,919,22129
encode,single,normal,2000,1,920,33928
encode,single,normal,2000,1,921,36708
encode,single,normal,2000,1,922,9601
encode,single,normal,2000,1,923,32336
encode,single,normal,2000,1,924,30589
encode,single,normal,2000,1,925,51147
encode,single,normal,2000,1,926,25952
encode,single,normal,2000,1,927,42261
encode,single,normal,2000,1,928,17088
encode,single,normal,2000,1,929,106673
encode,single,normal,2000,1,930,12386
encode,single,normal,2000,1,931,4088
encode,single,normal,2000,1,932,135989
encode,single,normal,2000,1,933,10894
encode,single,normal,2000,1,934,34593
encode,single,normal,2000,1,935,275059
encode,single,normal,2000,1,936,103163
encode,single,normal,2000,1,937,13819
encode,single,normal,2000,1,938,56470
encode,single,normal,2000,1,939,62612
encode,single,normal,2000,1,940,33108
encode,single,normal,2000,1,941,36589
encode,single,normal,2000,1,942,21617
encode,single,normal,2000,1,943,31453
encode,single,normal,2000,1,944,21452
encode,single,normal,2000,1,945,18001
encode,single,normal,2000,1,946,20539
encode,single,normal,2000,1,947,44171
encode,single,normal,2000,1,948,43154
encode,single,normal,2000,1,949,11611
encode,single,normal,2000,1,950,9118
encode,single,reorder,100,1,901,23148
encode,single,reorder,100,1,902,78736
encode,single,reorder,100,1,903,23956
encode,single,reorder,100,1,904,39642
encode,single,reorder,100,1,905,22965
encode,single,reorder,100,1,906,24888
encode,single,reorder,100,1,907,37125
encode,single,reorder,100,1,908,16037
encode,single,reorder,100,1,909,24073
encode,single,reorder,100,1,910,50342
encode,single,reorder,100,1,911,23966
encode,single,reorder,100,1,912,22793
encode,single,reorder,100,1,913,27850
encode,single,reorder,100,1,914,36009
encode,single,reorder,100,1,915,15751
encode,single,reorder,100,1,916,35833
encode,single,reorder,100,1,917,45873
encode,single,reorder,100,1,918,18400
encode,single,reorder,100,1,919,44676
encode,single,reorder,100,1,920,16049
encode,single,reorder,100,1,921,15838
encode,single,reorder,100,1,922,9322
encode,single,reorder,100,1,923,20791
encode,single,reorder,100,1,924,27107
encode,single,reorder,100,1,925,29887
encode,single,reorder,100,1,926,33382
encode,single,reorder,100,1,927,34852
encode,single,reorder,100,1,928,19000
encode,single,reorder,100,1,929,43362
encode,single,reorder,100,1,930,33594
encode,single,reorder,100,1,931,22354
encode,single,reorder,100,1,932,33472
encode,single,reorder,100,1,933,47039
encode,single,reorder,100,1,934,41224
encode,single,reorder,100,1,935,22970
encode,single,reorder,100,1,936,7944
encode,single,reorder,100,1,937,28025
encode,single,reorder,100,1,938,49397
encode,single,reorder,100,1,939,24472
encode,single,reorder,100,1,940,33436
encode,single,reorder,100,1,941,30973
encode,single,reorder,100,1,942,24311
encode,single,reorder,100,1,943,11320
encode,single,reorder,100,1,944,26010
encode,single,reorder,100,1,945,14811
encode,single,reorder,100,1,946,40079
encode,single,reorder,100,1,947,22067
encode,single,reorder,100,1,948,40836
encode,single,reorder,100,1,949,38870
encode,single,reorder,100,1,950,23684
encode,skip,dag,10000,0.002,901,20686
encode,skip,dag,10000,0.002,902,67234
encode,skip,dag,10000,0.002,903,61408
encode,skip,dag,10000,0.002,904,8492
encode,skip,dag,10000,0.002,905,37310
encode,skip,dag,10000,0.002,906,49990
encode,skip,dag,10000,0.002,907,19131
encode,skip,dag,10000,0.002,908,13120
encode,skip,dag,10000,0.002,909,10690
encode,skip,dag,10000,0.002,910,10465
encode,skip,dag,10000,0.002,911,39361
encode,skip,dag,10000,0.002,912,17332
encode,skip,dag,10000,0.002,913,26186
encode,skip,dag,10000,0.002,914,20913
encode,skip,dag,10000,0.002,915,155390
encode,skip,dag,10000,0.002,916,60812
encode,skip,dag,10000,0.002,917,50826
encode,skip,dag,10000,0.002,918,31186
encode,skip,dag,10000,0.002,919,53592
encode,skip,dag,10000,0.002,920,20794
encode,skip,dag,10000,0.002,921,29037
encode,skip,dag,10000,0.002,922,82196
encode,skip,dag,10000,0.002,923,25126
encode,skip,dag,10000,0.002,924,21648
encode,skip,dag,10000,0.002,925,37712
encode,skip,dag,10000,0.002,926,116672
encode,skip,dag,10000,0.002,927,25196
encode,skip,dag,10000,0.002,928,10842
encode,skip,dag,10000,0.002,929,59201
encode,skip,dag,10000,0.002,930,42040
encode,skip,dag,10000,0.002,931,13643
encode,skip,dag,10000,0.002,932,29054
encode,skip,dag,10000,0.002,933,68237
encode,skip,dag,10000,0.002,934,9155
encode,skip,dag,10000,0.002,935,33860
encode,skip,dag,10000,0.002,936,48250
encode,skip,dag,10000,0.002,937,15707
encode,skip,dag,10000,0.002,938,46860
encode,skip,dag,10000,0.002,939,66565
encode,skip,dag,10000,0.002,940,18943
encode,skip,dag,10000,0.002,941,14279
encode,skip,dag,10000,0.002,942,18505
encode,skip,dag,10000,0.002,943,15507
encode,skip,dag,10000,0.002,944,12893
encode,skip,dag,10000,0.002,945,16636
encode,skip,dag,10000,0.002,946,15294
encode,skip,dag,10000,0.002,947,15328
encode,skip,dag,10000,0.002,948,32038
encode,skip,dag,10000,0.002,949,7150
encode,skip,dag,10000,0.002,950,26160
encode,skip,normal,10000,0.005,901,8452
encode,skip,normal,10000,0.005,902,14831
encode,skip,normal,10000,0.005,903,40509
encode,skip,normal,10000,0.005,904,6317
encode,skip,normal,10000,0.005,905,41589
encode,skip,normal,10000,0.005,906,48497
encode,skip,normal,10000,0.005,907,45239
encode,skip,normal,10000,0.005,908,5802
encode,skip,normal,10000,0.005,909,13718
encode,skip,normal,10000,0.005,910,5729
encode,skip,normal,10000,0.005,911,27343
encode,skip,normal,10000,0.005,912,52107
encode,skip,normal,10000,0.005,913,9576
encode,skip,normal,10000,0.005,914,12277
encode,skip,normal,10000,0.005,915,104003
encode,skip,normal,10000,0.005,916,14449
encode,skip,normal,10000,0.005,917,10627
encode,skip,normal,10000,0.005,918,21356
encode,skip,normal,10000,0.005,919,42299
encode,skip,normal,10000,0.005,920,11950
encode,skip,normal,10000,0.005,921,80006
encode,skip,normal,10000,0.005,922,13739
encode,skip,normal,10000,0.005,923,12392
encode,skip,normal,10000,0.005,924,26080
encode,skip,normal,10000,0.005,925,70018
encode,skip,normal,10000,0.005,926,28366
encode,skip,normal,10000,0.005,927,8905
encode,skip,normal,10000,0.005,928,52281
encode,skip,normal,10000,0.005,929,19921
encode,skip,normal,10000,0.005,930,8292
encode,skip,normal,10000,0.005,931,9954
encode,skip,normal,10000,0.005,932,11767
encode,skip,normal,10000,0.005,933,21438
encode,skip,normal,10000,0.005,934,26966
encode,skip,normal,10000,0.005,935,39409
encode,skip,normal,10000,0.005,936,21824
encode,skip,normal,10000,0.005,937,7290
encode,skip,normal,10000,0.005,938,13435
encode,skip,normal,10000,0.005,939,40797
encode,skip,normal,10000,0.005,940,11904
encode,skip,normal,10000,0.005,941,12606
encode,skip,normal,10000,0.005,942,34568
encode,skip,normal,10000,0.005,943,23120
encode,skip,normal,10000,0.005,944,15805
encode,skip,normal,10000,0.005,945,37074
encode,skip,normal,10000,0.005,946,23816
encode,skip,normal,10000,0.005,947,11929
encode,skip,normal,10000,0.005,948,11418
encode,skip,normal,10000,0.005,949,16647
encode,skip,normal,10000,0.005,950,10335
encode,skip,reorder,10000,0.002,901,26598
encode,skip,reorder,10000,0.002,902,16301
encode,skip,reorder,10000,0.002,903,27218
encode,skip,reorder,10000,0.002,904,21541
encode,skip,reorder,10000,0.002,905,52745
encode,skip,reorder,10000,0.002,906,41254
encode,skip,reorder,10000,0.002,907,9089
encode,skip,reorder,10000,0.002,908,15845
encode,skip,reorder,10000,0.002,909,10101
encode,skip,reorder,10000,0.002,910,15575
encode,skip,reorder,10000,0.002,911,39786
encode,skip,reorder,10000,0.002,912,12104
encode,skip,reorder,10000,0.002,913,10050
encode,skip,reorder,10000,0.002,914,29597
encode,skip,reorder,10000,0.002,915,44682
encode,skip,reorder,10000,0.002,916,24972
encode,skip,reorder,10000,0.002,917,9862
encode,skip,reorder,10000,0.002,918,12219
encode,skip,reorder,10000,0.002,919,36320
encode,skip,reorder,10000,0.002,920,45543
encode,skip,reorder,10000,0.002,921,21359
encode,skip,reorder,10000,0.002,922,28456
encode,skip,reorder,10000,0.002,923,52759
encode,skip,reorder,10000,0.002,924,27799
encode,skip,reorder,10000,0.002,925,29454
encode,skip,reorder,10000,0.002,926,14570
encode,skip,reorder,10000,0.002,927,14057
encode,skip,reorder,10000,0.002,928,41870
encode,skip,reorder,10000,0.002,929,23341
encode,skip,reorder,10000,0.002,930,8626
encode,skip,reorder,10000,0.002,931,14357
encode,skip,reorder,10000,0.002,932,8827
encode,skip,reorder,10000,0.002,933,102957
encode,skip,reorder,10000,0.002,934,49644
encode,skip,reorder,10000,0.002,935,13524
encode,skip,reorder,10000,0.002,936,17917
encode,skip,reorder,10000,0.002,937,12109
encode,skip,reorder,10000,0.002,938,17850
encode,skip,reorder,10000,0.002,939,5376
encode,skip,reorder,10000,0.002,940,27534
encode,skip,reorder,10000,0.002,941,10630
encode,skip,reorder,10000,0.002,942,9841
encode,skip,reorder,10000,0.002,943,14603
encode,skip,reorder,10000,0.002,944,12135
encode,skip,reorder,10000,0.002,945,8842
encode,skip,reorder,10000,0.002,946,23700
encode,skip,reorder,10000,0.002,947,33757
encode,skip,reorder,10000,0.002,948,8483
encode,skip,reorder,10000,0.002,949,47171
encode,skip,reorder,10000,0.002,950,13801
millermult,skip,normal,2000,0.002,901,352810
millermult,skip,normal,2000,0.002,902,419039
millermult,skip,normal,2000,0.002,903,389630
millermult,skip,normal,2000,0.002,904,787384
millermult,skip,normal,2000,0.002,905,455168
millermult,skip,normal,2000,0.002,906,124281
millermult,skip,normal,2000,0.002,907,2618602
millermult,skip,normal,2000,0.002,908,441915
millermult,skip,normal,2000,0.002,909,452553
millermult,skip,normal,2000,0.002,910,600220
millermult,skip,normal,2000,0.002,911,363428
millermult,skip,normal,2000,0.002,912,811001
millermult,skip,normal,2000,0.002,913,75269
millermult,skip,normal,2000,0.002,914,818609
millermult,skip,normal,2000,0.002,915,1052314
millermult,skip,normal,2000,0.002,916,258642
millermult,skip,normal,2000,0.002,917,353188
millermult,skip,normal,2000,0.002,918,374080
millermult,skip,normal,2000,0.002,919,123860
millermult,skip,normal,2000,0.002,920,83671
millermult,skip,normal,2000,0.002,921,264437
millermult,skip,normal,2000,0.002,922,440314
millermult,skip,normal,2000,0.002,923,810848
millermult,skip,normal,2000,0.002,924,587519
millermult,skip,normal,2000,0.002,925,1568526
millermult,skip,normal,2000,0.002,926,350869
millermult,skip,normal,2000,0.002,927,308190
millermult,skip,normal,2000,0.002,928,1356756
millermult,skip,normal,2000,0.002,929,454815
millermult,skip,normal,2000,0.002,930,422957
millermult,skip,normal,2000,0.002,931,386396
millermult,skip,normal,2000,0.002,932,747965
millermult,skip,normal,2000,0.002,933,1198216
millermult,skip,normal,2000,0.002,934,621875
millermult,skip,normal,2000,0.002,935,548231
millermult,skip,normal,2000,0.002,936,434729
millermult,skip,normal,2000,0.002,937,1039207
millermult,skip,normal,2000,0.002,938,198722
millermult,skip,normal,2000,0.002,939,400065
millermult,skip,normal,2000,0.002,940,950958
millermult,skip,normal,2000,0.002,941,621921
millermult,skip,normal,2000,0.002,942,1327333
millermult,skip,normal,2000,0.002,943,469997
millermult,skip,normal,2000,0.002,944,1366093
millermult,skip,normal,2000,0.002,945,115213
millermult,skip,normal,2000,0.002,946,1234595
millermult,skip,normal,2000,0.002,947,236052
millermult,skip,normal,2000,0.002,948,862103
millermult,skip,normal,2000,0.002,949,553978
millermult,skip,normal,2000,0.002,950,309709
millermult,skip,reorder,10000,0.0005,901,659854
millermult,skip,reorder,10000,0.0005,902,423729
millermult,skip,reorder,10000,0.0005,903,292886
millermult,skip,reorder,10000,0.0005,904,344938
millermult,skip,reorder,10000,0.0005,905,350774
millermult,skip,reorder,10000,0.0005,906,291082
millermult,skip,reorder,10000,0.0005,907,331957
millermult,skip,reorder,10000,0.0005,908,124200
millermult,skip,reorder,10000,0.0005,909,727160
millermult,skip,reorder,10000,0.0005,910,905704
millermult,skip,reorder,10000,0.0005,911,140579
millermult,skip,reorder,10000,0.0005,912,386772
millermult,skip,reorder,10000,0.0005,913,144004
millermult,skip,reorder,10000,0.0005,914,298246
millermult,skip,reorder,10000,0.0005,915,339704
millermult,skip,reorder,10000,0.0005,916,148234
millermult,skip,reorder,10000,0.0005,917,244509
millermult,skip,reorder,10000,0.0005,918,387127
millermult,skip,reorder,10000,0.0005,919,93954
millermult,skip,reorder,10000,0.0005,920,155291
millermult,skip,reorder,10000,0.0005,921,984846
millermult,skip,reorder,10000,0.0005,922,113896
millermult,skip,reorder,10000,0.0005,923,127686
millermult,skip,reorder,10000,0.0005,924,907325
millermult,skip,reorder,10000,0.0005,925,550836
millermult,skip,reorder,10000,0.0005,926,234617
millermult,skip,reorder,10000,0.0005,927,766595
millermult,skip,reorder,10000,0.0005,928,284875
millermult,skip,reorder,10000,0.0005,929,316075
millermult,skip,reorder,10000,0.0005,930,81993
millermult,skip,reorder,10000,0.0005,931,359965
millermult,skip,reorder,10000,0.0005,932,396274
millermult,skip,reorder,10000,0.0005,933,232231
millermult,skip,reorder,10000,0.0005,934,309068
millermult,skip,reorder,10000,0.0005,935,245049
millermult,skip,reorder,10000,0.0005,936,176127
millermult,skip,reorder,10000,0.0005,937,278789
millermult,skip,reorder,10000,0.0005,938,124005
millermult,skip,reorder,10000,0.0005,939,435646
millermult,skip,reorder,10000,0.0005,941,487796
millermult,skip,reorder,10000,0.0005,942,286900
millermult,skip,reorder,10000,0.0005,943,120944
millermult,skip,reorder,10000,0.0005,945,373308
millermult,skip,reorder,10000,0.0005,946,352977
millermult,skip,reorder,10000,0.0005,947,1370195
millermult,skip,reorder,10000,0.0005,948,345278
millermult,skip,reorder,10000,0.0005,949,115465
millermult,skip,reorder,10000,0.0005,950,63530
multiply,accumulate,dag,2000,0.002,901,860924
multiply,accumulate,dag,2000,0.002,902,767489
multiply,accumulate,dag,2000,0.002,903,679278
multiply,accumulate,dag,2000,0.002,904,1053669
multiply,accumulate,dag,2000,0.002,905,376372
multiply,accumulate,dag,2000,0.002,906,244559
multiply,accumulate,dag,2000,0.002,907,382033
multiply,accumulate,dag,2000,0.002,908,255460
multiply,accumulate,dag,2000,0.002,909,891051
multiply,accumulate,dag,2000,0.002,910,189774
multiply,accumulate,dag,2000,0.002,911,254364
multiply,accumulate,dag,2000,0.002,912,331693
multiply,accumulate,dag,2000,0.002,913,215779
multiply,accumulate,dag,2000,0.002,914,1081065
multiply,accumulate,dag,2000,0.002,915,361789
multiply,accumulate,dag,2000,0.002,916,302338
multiply,accumulate,dag,2000,0.002,917,659821
multiply,accumulate,dag,2000,0.002,918,761889
multiply,accumulate,dag,2000,0.002,919,174944
multiply,accumulate,dag,2000,0.002,920,194481
multiply,accumulate,dag,2000,0.002,921,457732
multiply,accumulate,dag,2000,0.002,922,719761
multiply,accumulate,dag,2000,0.002,923,524347
multiply,accumulate,dag,2000,0.002,924,526081
multiply,accumulate,dag,2000,0.002,925,262800
multiply,accumulate,dag,2000,0.002,926,563696
multiply,accumulate,dag,2000,0.002,927,1156108
multiply,accumulate,dag,2000,0.002,928,683970
multiply,accumulate,dag,2000,0.002,929,481534
multiply,accumulate,dag,2000,0.002,930,151260
multiply,accumulate,dag,2000,0.002,931,255522
multiply,accumulate,dag,2000,0.002,932,650514
multiply,accumulate,dag,2000,0.002,933,331598
multiply,accumulate,dag,2000,0.002,934,316245
multiply,accumulate,dag,2000,0.002,935,537393
multiply,accumulate,dag,2000,0.002,936,419319
multiply,accumulate,dag,2000,0.002,937,320420
multiply,accumulate,dag,2000,0.002,938,217402
multiply,accumulate,dag,2000,0.002,939,298680
multiply,accumulate,dag,2000,0.002,940,668319
multiply,accumulate,dag,2000,0.002,941,205531
multiply,accumulate,dag,2000,0.002,942,212796
multiply,accumulate,dag,2000,0.002,943,256913
multiply,accumulate,dag,2000,0.002,944,514637
multiply,accumulate,dag,2000,0.002,945,447671
multiply,accumulate,dag,2000,0.002,946,611804
multiply,accumulate,dag,2000,0.002,947,231503
multiply,accumulate,dag,2000,0.002,948,370916
multiply,accumulate,dag,2000,0.002,949,488437
multiply,accumulate,dag,2000,0.002,950,257437
multiply,accumulate,normal,2000,0.002,901,706362
multiply,accumulate,normal,2000,0.002,902,737620
multiply,accumulate,normal,2000,0.002,903,697803
multiply,accumulate,normal,2000,0.002,904,149496
multiply,accumulate,normal,2000,0.002,905,148220
multiply,accumulate,normal,2000,0.002,906,885992
multiply,accumulate,normal,2000,0.002,907,482029
multiply,accumulate,normal,2000,0.002,908,431083
multiply,accumulate,normal,2000,0.002,909,612374
multiply,accumulate,normal,2000,0.002,910,279024
multiply,accumulate,normal,2000,0.002,911,874323
multiply,accumulate,normal,2000,0.002,912,460271
multiply,accumulate,normal,2000,0.002,913,908556
multiply,accumulate,normal,2000,0.002,914,364176
multiply,accumulate,normal,2000,0.002,915,308419
multiply,accumulate,normal,2000,0.002,916,676229
multiply,accumulate,normal,2000,0.002,917,366351
multiply,accumulate,normal,2000,0.002,918,2271211
multiply,accumulate,normal,2000,0.002,919,318674
multiply,accumulate,normal,2000,0.002,920,301701
multiply,accumulate,normal,2000,0.002,921,485848
multiply,accumulate,normal,2000,0.002,922,1682051
multiply,accumulate,normal,2000,0.002,923,152344
multiply,accumulate,normal,2000,0.002,924,551320
multiply,accumulate,normal,2000,0.002,925,1036893
multiply,accumulate,normal,2000,0.002,926,7363990
multiply,accumulate,normal,2000,0.002,927,421012
multiply,accumulate,normal,2000,0.002,928,1017199
multiply,accumulate,normal,2000,0.002,929,1226135
multiply,accumulate,normal,2000,0.002,930,464512
multiply,accumulate,normal,2000,0.002,931,297639
multiply,accumulate,normal,2000,0.002,932,831421
multiply,accumulate,normal,2000,0.002,933,375409
multiply,accumulate,normal,2000,0.002,934,518270
multiply,accumulate,normal,2000,0.002,935,233903
multiply,accumulate,normal,2000,0.002,936,75673
multiply,accumulate,normal,2000,0.002,937,745347
multiply,accumulate,normal,2000,0.002,938,993023
multiply,accumulate,normal,2000,0.002,939,2489677
multiply,accumulate,normal,2000,0.002,940,820498
multiply,accumulate,normal,2000,0.002,941,424251
multiply,accumulate,normal,2000,0.002,942,1501582
multiply,accumulate,normal,2000,0.002,943,1045786
multiply,accumulate,normal,2000,0.002,944,436551
multiply,accumulate,normal,2000,0.002,945,250626
multiply,accumulate,normal,2000,0.002,946,942480
multiply,accumulate,normal,2000,0.002,947,381254
multiply,accumulate,normal,2000,0.002,948,222106
multiply,accumulate,normal,2000,0.002,949,457342
multiply,accumulate,normal,2000,0.002,950,347083
multiply,accumulate,reorder,10000,0.001,901,310729
multiply,accumulate,reorder,10000,0.001,902,324558
multiply,accumulate,reorder,10000,0.001,903,283876
multiply,accumulate,reorder,10000,0.001,904,86313
multiply,accumulate,reorder,10000,0.001,905,787913
multiply,accumulate,reorder,10000,0.001,906,174715
multiply,accumulate,reorder,10000,0.001,907,101020
multiply,accumulate,reorder,10000,0.001,908,231058
multiply,accumulate,reorder,10000,0.001,909,136597
multiply,accumulate,reorder,10000,0.001,910,303345
multiply,accumulate,reorder,10000,0.001,911,124223
multiply,accumulate,reorder,10000,0.001,912,104115
multiply,accumulate,reorder,10000,0.001,913,143704
multiply,accumulate,reorder,10000,0.001,914,100836
multiply,accumulate,reorder,10000,0.001,915,469632
multiply,accumulate,reorder,10000,0.001,916,576393
multiply,accumulate,reorder,10000,0.001,917,225309
multiply,accumulate,reorder,10000,0.001,918,108853
multiply,accumulate,reorder,10000,0.001,919,522369
multiply,accumulate,reorder,10000,0.001,920,146454
multiply,accumulate,reorder,10000,0.001,921,111019
multiply,accumulate,reorder,10000,0.001,922,46379
multiply,accumulate,reorder,10000,0.001,923,273133
multiply,accumulate,reorder,10000,0.001,924,222684
multiply,accumulate,reorder,10000,0.001,925,954420
multiply,accumulate,reorder,10000,0.001,926,103279
multiply,accumulate,reorder,10000,0.001,927,343440
multiply,accumulate,reorder,10000,0.001,928,218103
multiply,accumulate,reorder,10000,0.001,929,147904
multiply,accumulate,reorder,10000,0.001,930,110661
multiply,accumulate,reorder,10000,0.001,931,110902
multiply,accumulate,reorder,10000,0.001,932,151039
multiply,accumulate,reorder,10000,0.001,933,199193
multiply,accumulate,reorder,10000,0.001,934,148568
multiply,accumulate,reorder,10000,0.001,935,575875
multiply,accumulate,reorder,10000,0.001,936,141487
multiply,accumulate,reorder,10000,0.001,937,264714
multiply,accumulate,reorder,10000,0.001,938,1140864
multiply,accumulate,reorder,10000,0.001,939,413720
multiply,accumulate,reorder,10000,0.001,940,381186
multiply,accumulate,reorder,10000,0.001,942,148237
multiply,accumulate,reorder,10000,0.001,943,258202
multiply,accumulate,reorder,10000,0.001,944,178459
multiply,accumulate,reorder,10000,0.001,945,277057
multiply,accumulate,reorder,10000,0.001,946,329851
multiply,accumulate,reorder,10000,0.001,947,131370
multiply,accumulate,reorder,10000,0.001,948,285163
multiply,accumulate,reorder,10000,0.001,949,184655
multiply,accumulate,reorder,10000,0.001,950,130165
multiply,single,dag,200,1,901,373325
multiply,single,dag,200,1,902,243535
multiply,single,dag,200,1,903,247326
multiply,single,dag,200,1,904,359669
multiply,single,dag,200,1,905,167476
multiply,single,dag,200,1,906,430053
multiply,single,dag,200,1,907,211716
multiply,single,dag,200,1,908,671071
multiply,single,dag,200,1,909,367793
multiply,single,dag,200,1,910,158441
multiply,single,dag,200,1,911,254361
multiply,single,dag,200,1,912,215879
multiply,single,dag,200,1,913,179002
multiply,single,dag,200,1,914,165261
multiply,single,dag,200,1,915,140673
multiply,single,dag,200,1,916,121907
multiply,single,dag,200,1,917,95544
multiply,single,dag,200,1,918,159396
multiply,single,dag,200,1,919,155259
multiply,single,dag,200,1,920,812395
multiply,single,dag,200,1,921,138857
multiply,single,dag,200,1,922,251631
multiply,single,dag,200,1,923,449922
multiply,single,dag,200,1,924,100302
multiply,single,dag,200,1,925,290753
multiply,single,dag,200,1,926,224224
multiply,single,dag,200,1,927,191243
multiply,single,dag,200,1,928,229999
multiply,single,dag,200,1,929,182217
multiply,single,dag,200,1,930,107691
multiply,single,dag,200,1,931,460026
multiply,single,dag,200,1,932,336824
multiply,single,dag,200,1,933,287662
multiply,single,dag,200,1,934,148282
multiply,single,dag,200,1,935,191726
multiply,single,dag,200,1,936,190707
multiply,single,dag,200,1,937,749739
multiply,single,dag,200,1,938,437228
multiply,single,dag,200,1,939,257967
multiply,single,dag,200,1,940,236154
multiply,single,dag,200,1,941,328001
multiply,single,dag,200,1,942,200503
multiply,single,dag,200,1,943,506637
multiply,single,dag,200,1,944,246193
multiply,single,dag,200,1,945,382828
multiply,single,dag,200,1,946,493257
multiply,single,dag,200,1,947,170070
multiply,single,dag,200,1,948,314357
multiply,single,dag,200,1,949,267650
multiply,single,dag,200,1,950,162814
multiply,single,normal,5000,1,901,191888
multiply,single,normal,5000,1,902,393521
multiply,single,normal,5000,1,903,184268
multiply,single,normal,5000,1,904,604869
multiply,single,normal,5000,1,905,879907
multiply,single,normal,5000,1,906,437908
multiply,single,normal,5000,1,907,212957
multiply,single,normal,5000,1,908,797553
multiply,single,normal,5000,1,909,560376
multiply,single,normal,5000,1,910,506132
multiply,single,normal,5000,1,911,146725
multiply,single,normal,5000,1,912,214031
multiply,single,normal,5000,1,913,469287
multiply,single,normal,5000,1,914,560464
multiply,single,normal,5000,1,915,201778
multiply,single,normal,5000,1,916,232851
multiply,single,normal,5000,1,917,524735
multiply,single,normal,5000,1,918,2093734
multiply,single,normal,5000,1,919,110004
multiply,single,normal,5000,1,920,331044
multiply,single,normal,5000,1,921,5139381
multiply,single,normal,5000,1,922,100265
multiply,single,normal,5000,1,923,236892
multiply,single,normal,5000,1,924,601988
multiply,single,normal,5000,1,925,1353762
multiply,single,normal,5000,1,926,953307
multiply,single,normal,5000,1,927,142691
multiply,single,normal,5000,1,928,223546
multiply,single,normal,5000,1,929,124555
multiply,single,normal,5000,1,930,708268
multiply,single,normal,5000,1,931,261018
multiply,single,normal,5000,1,932,192150
multiply,single,normal,5000,1,933,418392
multiply,single,normal,5000,1,934,675244
multiply,single,normal,5000,1,935,2769140
multiply,single,normal,5000,1,936,129355
multiply,single,normal,5000,1,937,247278
multiply,single,normal,5000,1,938,209276
multiply,single,normal,5000,1,939,340288
multiply,single,normal,5000,1,940,1136141
multiply,single,normal,5000,1,941,83757
multiply,single,normal,5000,1,942,488026
multiply,single,normal,5000,1,943,531274
multiply,single,normal,5000,1,944,354725
multiply,single,normal,5000,1,945,406301
multiply,single,normal,5000,1,946,435317
multiply,single,normal,5000,1,947,1478692
multiply,single,normal,5000,1,948,191260
multiply,single,normal,5000,1,949,276272
multiply,single,normal,5000,1,950,545994
multiply,single,reorder,500,1,901,92043
multiply,single,reorder,500,1,902,475337
multiply,single,reorder,500,1,903,324491
multiply,single,reorder,500,1,904,222089
multiply,single,reorder,500,1,905,337931
multiply,single,reorder,500,1,906,246279
multiply,single,reorder,500,1,907,206330
multiply,single,reorder,500,1,908,125918
multiply,single,reorder,500,1,909,176590
multiply,single,reorder,500,1,910,204861
multiply,single,reorder,500,1,911,428908
multiply,single,reorder,500,1,912,230209
multiply,single,reorder,500,1,913,195079
multiply,single,reorder,500,1,914,420982
multiply,single,reorder,500,1,915,333267
multiply,single,reorder,500,1,916,432263
multiply,single,reorder,500,1,917,297241
multiply,single,reorder,500,1,918,173795
multiply,single,reorder,500,1,919,204750
multiply,single,reorder,500,1,920,369580
multiply,single,reorder,500,1,921,293679
multiply,single,reorder,500,1,922,125764
multiply,single,reorder,500,1,923,355124
multiply,single,reorder,500,1,924,258762
multiply,single,reorder,500,1,925,536407
multiply,single,reorder,500,1,926,203348
multiply,single,reorder,500,1,927,162276
multiply,single,reorder,500,1,928,163301
multiply,single,reorder,500,1,929,191586
multiply,single,reorder,500,1,930,597828
multiply,single,reorder,500,1,931,471852
multiply,single,reorder,500,1,932,100212
multiply,single,reorder,500,1,933,73922
multiply,single,reorder,500,1,934,250144
multiply,single,reorder,500,1,935,665906
multiply,single,reorder,500,1,936,124851
multiply,single,reorder,500,1,937,385532
multiply,single,reorder,500,1,938,198916
multiply,single,reorder,500,1,939,219701
multiply,single,reorder,500,1,940,241049
multiply,single,reorder,500,1,941,4128347
multiply,single,reorder,500,1,942,274848
multiply,single,reorder,500,1,943,460912
multiply,single,reorder,500,1,944,367845
multiply,single,reorder,500,1,945,159143
multiply,single,reorder,500,1,946,1004329
multiply,single,reorder,500,1,947,122233
multiply,single,reorder,500,1,948,561093
multiply,single,reorder,500,1,949,181944
multiply,single,reorder,500,1,950,117806
multiply,skip,dag,2000,0.002,901,168472
multiply,skip,dag,2000,0.002,902,247927
multiply,skip,dag,2000,0.002,903,329303
multiply,skip,dag,2000,0.002,904,285749
multiply,skip,dag,2000,0.002,905,229247
multiply,skip,dag,2000,0.002,906,402620
multiply,skip,dag,2000,0.002,907,170098
multiply,skip,dag,2000,0.002,908,790033
multiply,skip,dag,2000,0.002,909,1696302
multiply,skip,dag,2000,0.002,910,793269
multiply,skip,dag,2000,0.002,911,397233
multiply,skip,dag,2000,0.002,912,588022
multiply,skip,dag,2000,0.002,913,264506
multiply,skip,dag,2000,0.002,914,318231
multiply,skip,dag,2000,0.002,915,253001
multiply,skip,dag,2000,0.002,916,435241
multiply,skip,dag,2000,0.002,917,445767
multiply,skip,dag,2000,0.002,918,1167118
multiply,skip,dag,2000,0.002,919,209689
multiply,skip,dag,2000,0.002,920,510736
